# 1: Detection or Track-id,  2: Video or Image Identifier,  3: Unique Frame Identifier,  4-7: Img-bbox(TL_x,TL_y,BR_x,BR_y),  8: Detection or Length Confidence,  9: Target Length (0 or -1 if invalid),  10-11+: Repeated Species, Confidence Pairs or Attributes
# Written on: Wed May 13 14:30:05 2026   by: write_object_track_set_viame_csv
16,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_224716.174115_ir.tif,950,225.965,144.295,230.057,148.967,1,0,animal,1
17,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_225205.997903_ir.tif,1149,261.882,353.639,266.308,358.782,1,0,animal,1
18,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_225240.017529_ir.tif,1180,22.079,107.861,25.9306,112.516,1,0,animal,1
19,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_225240.017529_ir.tif,1180,23.9403,99.7386,28.1274,105.791,1,0,animal,1
20,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_225241.116934_ir.tif,1181,22.561,474.489,31.85,484.254,1,0,off_frame,1
21,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_225417.617264_ir.tif,1269,227.118,39.084,240.345,49.356,1,0,false_positive,1
22,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_225423.077317_ir.tif,1274,4.721,146.494,16.093,155.947,1,0,false_positive,1
23,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_225708.942831_ir.tif,1427,473.636,265.286,482.527,274.446,1,0,false_positive,1
24,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_225710.015677_ir.tif,1428,321.017,40.8814,332.452,48.6229,1,0,animal,1
25,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_225711.088685_ir.tif,1429,327.209,461.089,337.564,468.003,1,0,animal_duplicate,1
26,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_225741.184947_ir.tif,1457,347.083,21.2913,353.2,29.8365,1,0,animal,1
27,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_225742.258897_ir.tif,1458,352.704,444.994,357.99,452.385,1,0,animal_duplicate,1
28,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_225913.061676_ir.tif,1541,81.1634,17.5827,84.9855,22.1544,1,0,animal,1
29,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_225914.177062_ir.tif,1542,88.3123,402.157,92.6716,407.336,1,0,animal_duplicate,1
30,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_225927.586724_ir.tif,1554,567.127,211.665,573.829,223.259,1,0,animal,1
31,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230005.619718_ir.tif,1588,56.502,258.973,67.592,266.85,1,0,false_positive,1
32,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230116.308309_ir.tif,1651,424.658,253.217,429.879,259.329,1,0,animal,1
33,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230127.436316_ir.tif,1661,457.308,15.864,467.723,27.531,1,0,false_positive,1
34,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230212.997322_ir.tif,1702,139.698,363.433,143.01,367.638,1,0,animal,1
35,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230257.609395_ir.tif,1742,23.217,423.659,34.069,435.736,1,0,false_positive,1
36,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230322.152507_ir.tif,1764,159.677,116.074,164.777,120.536,1,0,animal,1
37,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230322.152507_ir.tif,1764,158.229,108.615,162.757,114.126,1,0,animal,1
38,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230323.269190_ir.tif,1765,164.753,502.288,173.64,511.563,1,0,off_frame,1
39,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230407.985865_ir.tif,1805,191.569,170.909,195.539,175.034,1,0,animal,1
40,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230439.435659_ir.tif,1833,318.444,229.157,321.845,234.026,1,0,animal,1
41,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230445.047157_ir.tif,1838,67.6741,170.375,71.7891,174.424,1,0,animal,1
42,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230445.047157_ir.tif,1838,69.5135,162.276,72.721,166.259,1,0,animal,1
43,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230521.947000_ir.tif,1871,315.812,274.532,319.873,279.668,1,0,animal,1
44,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230521.947000_ir.tif,1871,315.466,284.734,318.884,288.688,1,0,animal,1
45,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230533.280311_ir.tif,1881,471.805,358.44,475.148,362.359,1,0,animal,1
46,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230534.435318_ir.tif,1882,528.419,150.42,532.668,155.564,1,0,animal,1
47,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230547.309299_ir.tif,1893,174.48,288.301,177.923,291.778,1,0,animal,1
48,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230624.998153_ir.tif,1925,410.408,177.453,414.975,182.079,1,0,animal,1
49,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230641.072308_ir.tif,1939,146.284,264.922,153.07,275.612,1,0,animal,1
50,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230650.145488_ir.tif,1947,254.463,260.706,259.055,266.502,1,0,animal,1
51,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230655.806741_ir.tif,1952,513.295,244.043,517.456,247.936,1,0,animal,1
52,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230711.571796_ir.tif,1966,290.33,46.8949,294.822,53.132,1,0,animal,1
53,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230712.695544_ir.tif,1967,277.612,466.775,281.324,472.479,1,0,animal_duplicate,1
54,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230714.939039_ir.tif,1969,511.445,30.358,521.891,49.798,1,0,false_positive,1
55,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_231102.760024_ir.tif,2171,73.3903,256.534,77.9301,261.599,1,0,animal,1
56,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_231141.418807_ir.tif,2205,613.343,285.557,617.698,290.625,1,0,animal,1
57,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_231142.557590_ir.tif,2206,168.927,110.496,173.691,115.1,1,0,animal,1
58,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_231142.557590_ir.tif,2206,172.983,105.118,178.811,110.356,1,0,animal,1
59,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_231143.697076_ir.tif,2207,152.517,500.145,163.508,510.595,1,0,off_frame,1
60,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_231143.697076_ir.tif,2207,155.107,498.775,165.261,509.671,1,0,off_frame,1
61,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_231222.384255_ir.tif,2241,214.908,202.977,224.096,211.836,1,0,false_positive,1
62,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_231223.521981_ir.tif,2242,388.35,137.167,397.658,145.72,1,0,false_positive,1,(note) review_maybecarcass
63,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_231225.798156_ir.tif,2244,419.495,460.054,426.826,469.387,1,0,animal,1,(note) birds
64,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_231317.097295_ir.tif,2289,416.899,17.3074,421.641,21.4322,1,0,animal,1
65,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_231317.097295_ir.tif,2289,394.93,61.0508,398.632,67.5325,1,0,animal,1
66,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_231318.244102_ir.tif,2290,398.036,446.923,402.671,450.899,1,0,animal_duplicate,1
67,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_231318.244102_ir.tif,2290,372.802,484.301,381.818,495.613,1,0,off_frame,1
68,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_231724.807545_ir.tif,2506,269.962,272.461,279.219,281.314,1,0,false_positive,1
69,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_231903.013789_ir.tif,2592,375.891,207.441,383.271,214.484,1,0,false_positive,1
70,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_232308.952750_ir.tif,2746,37.7398,326.822,42.1237,331.452,1,0,animal,1
71,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_232400.498429_ir.tif,2792,214.202,207.988,218.756,215.395,1,0,animal,1
72,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_232402.727222_ir.tif,2794,258.954,346.471,266.526,358.14,1,0,false_positive,1
73,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_232559.195462_ir.tif,2899,466.226,321.914,472.488,326.839,1,0,animal,1
74,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_232634.455879_ir.tif,2931,126.397,83.436,135.892,94.173,1,0,false_positive,1
75,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_232744.721014_ir.tif,2995,425.256,225.046,431.697,235.171,1,0,animal,1
76,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_232851.496529_ir.tif,3056,80.221,351.276,93.446,363.904,1,0,false_positive,1
77,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_233217.414782_ir.tif,3245,508.858,50.73,519.136,61.826,1,0,false_positive,1
78,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_233217.414782_ir.tif,3245,507.145,49.396,520.515,63.21,1,0,false_positive,1
79,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_233218.492147_ir.tif,3246,496.236,493.346,507.598,505.605,1,0,false_positive,1
80,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_233218.492147_ir.tif,3246,495.077,492.319,509.141,506.722,1,0,false_positive,1
81,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_233423.657581_ir.tif,3363,274.391,66.6248,281.006,80.4867,1,0,animal,1
82,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_233424.720906_ir.tif,3364,266.756,482.184,276.536,497.375,1,0,off_frame,1
83,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_233507.283971_ir.tif,3404,358.603,134.669,362.859,140.943,1,0,animal,1
84,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_233537.953762_ir.tif,3433,551.754,90.467,559.217,97.92,1,0,false_positive,1
85,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_233624.750330_ir.tif,3477,170.005,121.571,182.241,133.926,1,0,false_positive,1
86,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_233647.019347_ir.tif,3498,107.492,25.109,119.453,37.918,1,0,false_positive,1
87,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_233752.847439_ir.tif,3560,40.0649,245.673,46.5289,254.737,1,0,animal,1,(note) bear
88,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_233754.979413_ir.tif,3562,244.407,163.149,248.926,168.946,1,0,animal,1
89,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_233754.979413_ir.tif,3562,341.047,328.783,346.029,335.669,1,0,animal,1
90,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_233754.979413_ir.tif,3562,350.423,348.11,356.025,351.506,1,0,animal,1
91,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234034.349036_ir.tif,3712,304.881,184.667,308.562,190.629,1,0,animal,1
92,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234102.947033_ir.tif,3739,340.678,29.859,349.556,40.26,1,0,false_positive,1
93,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234237.015819_ir.tif,3829,175.787,23.1619,179.872,28.8466,1,0,animal,1
94,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234238.042004_ir.tif,3830,171.865,421.435,176.209,426.979,1,0,animal_duplicate,1
95,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234345.829024_ir.tif,3896,575.104,134.201,584.368,146.285,1,0,false_positive,1
96,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234440.810242_ir.tif,3948,294.72,201.8,303.671,213.141,1,0,false_positive,1
97,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234440.810242_ir.tif,3948,261.545,176.704,270.042,185.118,1,0,false_positive,1
98,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234454.609914_ir.tif,3961,460.494,154.117,469.536,163.195,1,0,false_positive,1
99,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234454.609914_ir.tif,3961,458.997,153.273,470.209,164.106,1,0,false_positive,1
100,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234513.749849_ir.tif,3979,372.293,172.247,384.289,182.611,1,0,false_positive,1
101,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234528.707299_ir.tif,3993,250.184,354.281,260.099,362.628,1,0,false_positive,1
102,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234702.263920_ir.tif,4080,1.54889,356.448,7.30558,367.73,1,0,animal,1
103,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234708.740324_ir.tif,4086,83.941,283.505,93.119,292.898,1,0,false_positive,1
104,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234825.515156_ir.tif,4157,552.126,230.333,558.921,236.412,1,0,animal,1
105,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234825.515156_ir.tif,4157,165.293,205.827,169.347,208.779,1,0,animal,1
106,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234918.756668_ir.tif,4206,258.465,103.799,262.842,109.746,1,0,animal,1
107,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_235011.745517_ir.tif,4255,518.685,295.44,523.728,300.703,1,0,animal,1
108,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_235203.849915_ir.tif,4298,285.762,366.951,295.142,376.454,1,0,false_positive,1
109,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_235249.386816_ir.tif,4341,53.1649,98.8168,56.8416,103.102,1,0,animal,1
110,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_235250.444664_ir.tif,4342,63.367,471.903,71.416,480.001,1,0,off_frame,1
111,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_235316.844949_ir.tif,4367,27.1101,285.497,35.2535,291.413,1,0,animal,1
112,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_235338.995261_ir.tif,4388,388.868,177.663,392.597,182.452,1,0,animal,1
113,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_235338.995261_ir.tif,4388,520.828,262.376,524.302,267.573,1,0,animal,1
