# 1: Detection or Track-id,  2: Video or Image Identifier,  3: Unique Frame Identifier,  4-7: Img-bbox(TL_x,TL_y,BR_x,BR_y),  8: Detection or Length Confidence,  9: Target Length (0 or -1 if invalid),  10-11+: Repeated Species, Confidence Pairs or Attributes
# Written on: Thu Apr 16 10:38:04 2026   by: write_object_track_set_viame_csv
11,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_224447.544914_rgb.jpg,819,3561.31,2268.76,3640.19,2369.7,1,0,animal,1
12,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_224447.544914_rgb.jpg,819,3683.95,2245.93,3776.53,2322.02,1,0,animal,1
13,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_224448.679919_rgb.jpg,820,3804.53,9782.77,3981.78,9959.9,1,0,off_frame,1
14,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_224448.679919_rgb.jpg,820,3684.38,9791.53,3850.79,9972.19,1,0,off_frame,1
15,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_224705.922632_rgb.jpg,941,10006.7,7942.16,10083.6,8041.97,1,0,animal,1
16,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_224716.174115_rgb.jpg,950,4909.43,3339.99,4989.41,3430.74,1,0,animal,1
17,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_225205.997903_rgb.jpg,1149,5681.59,7318.66,5768.13,7418.53,1,0,animal,1
18,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_225240.017529_rgb.jpg,1180,1006.15,2726.53,1081.54,2816.86,1,0,animal,1
19,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_225240.017529_rgb.jpg,1180,1038.26,2570.72,1120.63,2687.84,1,0,animal,1
20,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_225241.116934_rgb.jpg,1181,1168.08,9717.44,1349.29,9907.41,1,0,off_frame,1
21,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_225417.617264_rgb.jpg,1269,4887.59,1329.02,5144.11,1530.24,1,0,false_positive,1
22,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_225423.077317_rgb.jpg,1274,691.229,3467.37,912.031,3652.22,1,0,false_positive,1
23,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_225708.942831_rgb.jpg,1427,9682.92,5547.03,9856.29,5725.31,1,0,false_positive,1
24,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_225710.015677_rgb.jpg,1428,6678.99,1326.53,6900.28,1478.76,1,0,animal,1
25,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_225711.088685_rgb.jpg,1429,6972.13,9339.78,7172.49,9475.79,1,0,animal_duplicate,1
26,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_225741.184947_rgb.jpg,1457,7167.91,944.575,7288.12,1110.01,1,0,animal,1
27,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_225742.258897_rgb.jpg,1458,7451.62,9024.61,7555.5,9167.7,1,0,animal_duplicate,1
28,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_225913.061676_rgb.jpg,1541,2095.28,980.928,2170.07,1069.66,1,0,animal,1
29,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_225914.177062_rgb.jpg,1542,2391.83,8313.45,2477.11,8413.98,1,0,animal,1
30,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_225927.586724_rgb.jpg,1554,11443.5,4487.78,11576.1,4711.61,1,0,animal,1
31,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230005.619718_rgb.jpg,1588,1725.55,5592.29,1940.32,5746.97,1,0,false_positive,1
32,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230116.308309_rgb.jpg,1651,8743.89,5337.84,8846,5456.51,1,0,animal,1
33,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230127.436316_rgb.jpg,1661,9267.64,795.325,9471.11,1022.03,1,0,false_positive,1
34,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230212.997322_rgb.jpg,1702,3355.62,7554.71,3420.53,7636.24,1,0,animal,1
35,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230257.609395_rgb.jpg,1742,1159.42,8746.99,1371.4,8981.69,1,0,false_positive,1
36,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230322.152507_rgb.jpg,1764,3633.56,2827.75,3732.68,2914.9,1,0,animal,1
37,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230322.152507_rgb.jpg,1764,3602.84,2686.28,3691.49,2793.21,1,0,animal,1
38,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230323.269190_rgb.jpg,1765,3891.26,10191.1,4064.6,10371.5,1,0,off_frame,1
39,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230407.985865_rgb.jpg,1805,4264.59,3861.42,4342.02,3941.69,1,0,animal,1
40,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230439.435659_rgb.jpg,1833,6708.36,4922.05,6775.25,5016.28,1,0,animal,1
41,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230445.047157_rgb.jpg,1838,1901.69,3900.65,1981.85,3979.52,1,0,animal,1
42,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230445.047157_rgb.jpg,1838,1933.4,3745.79,1996.22,3823.04,1,0,animal,1
43,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230521.947000_rgb.jpg,1871,6677.07,5788.34,6756.66,5887.93,1,0,animal,1
44,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230521.947000_rgb.jpg,1871,6674.72,5983.34,6741.55,6060.12,1,0,animal,1
45,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230533.280311_rgb.jpg,1881,9686.81,7326.85,9752.2,7402.94,1,0,animal,1
46,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230534.435318_rgb.jpg,1882,10679.8,3335.99,10763,3435.81,1,0,animal,1
47,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230547.309299_rgb.jpg,1893,3987.61,6107.66,4054.72,6175.36,1,0,animal,1
48,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230624.998153_rgb.jpg,1925,8440.57,3898.63,8529.59,3988.69,1,0,animal,1
49,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230641.072308_rgb.jpg,1939,3440.17,5671.64,3574.03,5878.25,1,0,animal,1
50,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230650.145488_rgb.jpg,1947,5501.39,5548.9,5591.37,5661.29,1,0,animal,1
51,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230655.806741_rgb.jpg,1952,10430.4,5127.89,10511.3,5203.8,1,0,animal,1
52,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230711.571796_rgb.jpg,1966,6096.3,1456.26,6184.56,1577.03,1,0,animal,1
53,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230712.695544_rgb.jpg,1967,6028.69,9470.69,6101.85,9580.97,1,0,animal_duplicate,1
54,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_230714.939039_rgb.jpg,1969,10306.1,1050.16,10513.4,1425.14,1,0,false_positive,1
55,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_231102.760024_rgb.jpg,2171,2046.6,5541.64,2135.28,5640.07,1,0,animal,1
56,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_231141.418807_rgb.jpg,2205,12355.6,5879.72,12440.7,5978.13,1,0,animal,1
57,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_231142.557590_rgb.jpg,2206,3807.64,2717.79,3900.41,2807.51,1,0,animal,1
58,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_231142.557590_rgb.jpg,2206,3882.75,2613.16,3996.07,2715.4,1,0,animal,1
59,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_231143.697076_rgb.jpg,2207,3657.03,10154.2,3870.98,10358,1,0,off_frame,1
60,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_231143.697076_rgb.jpg,2207,3705.85,10127.4,3904.03,10339.3,1,0,off_frame,1
61,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_231222.384255_rgb.jpg,2241,4723.02,4461.7,4901.93,4634.35,1,0,false_positive,1
62,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_231223.521981_rgb.jpg,2242,8003.14,3137.1,8184.21,3303.97,1,0,false_positive,1,(note) review_maybecarcass
63,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_231225.798156_rgb.jpg,2244,8731.6,9284.39,8875.29,9465.34,1,0,animal,1,(note) birds
64,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_231317.097295_rgb.jpg,2289,8497.64,841.257,8589.79,921.829,1,0,animal,1
65,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_231317.097295_rgb.jpg,2289,8096.91,1684.83,8170.21,1809.94,1,0,animal,1
66,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_231318.244102_rgb.jpg,2290,8316.9,9043.57,8406.95,9121.26,1,0,animal,1
67,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_231318.244102_rgb.jpg,2290,7851.26,9764.86,8027.91,9984.24,1,0,off_frame,1
68,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_231724.807545_rgb.jpg,2506,5801.85,5765.07,5982.07,5937.63,1,0,false_positive,1
69,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_231903.013789_rgb.jpg,2592,7794.83,4483.3,7938.5,4620.58,1,0,false_positive,1
70,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_232308.952750_rgb.jpg,2746,1396.02,6896.65,1481.55,6986.72,1,0,animal,1
71,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_232400.498429_rgb.jpg,2792,4711.65,4559.42,4801.58,4702.52,1,0,animal,1
72,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_232402.727222_rgb.jpg,2794,5622.76,7181.85,5772.02,7407.45,1,0,false_positive,1
73,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_232559.195462_rgb.jpg,2899,9565.21,6631.2,9686.67,6727.64,1,0,animal,1
74,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_232634.455879_rgb.jpg,2931,2985.32,2216.73,3170.86,2425.32,1,0,false_positive,1
75,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_232744.721014_rgb.jpg,2995,8743.55,4799.77,8870.6,4995.47,1,0,animal,1
76,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_232851.496529_rgb.jpg,3056,2216.33,7342.61,2473.79,7588.76,1,0,false_positive,1
77,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_233217.414782_rgb.jpg,3245,10265.2,1439.85,10465.8,1655.61,1,0,false_positive,1
78,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_233217.414782_rgb.jpg,3245,10232,1413.85,10492.7,1682.69,1,0,false_positive,1
79,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_233218.492147_rgb.jpg,3246,10208.9,9887.17,10430.7,10125.5,1,0,false_positive,1
80,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_233218.492147_rgb.jpg,3246,10186.4,9866.97,10460.6,10147.3,1,0,false_positive,1
81,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_233423.657581_rgb.jpg,3363,5800.56,1838.12,5932.48,2105.17,1,0,animal,1
82,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_233424.720906_rgb.jpg,3364,5828.09,9766.52,6020.92,10060.2,1,0,off_frame,1
83,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_233507.283971_rgb.jpg,3404,7434.83,3103.35,7518.6,3224.72,1,0,animal,1
84,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_233537.953762_rgb.jpg,3433,11099.8,2181.81,11245.2,2326.96,1,0,false_positive,1
85,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_233624.750330_rgb.jpg,3477,3832.81,2925.63,4071.3,3166.18,1,0,false_positive,1
86,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_233647.019347_rgb.jpg,3498,2600.5,1110.73,2833.93,1359.83,1,0,false_positive,1
87,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_233752.847439_rgb.jpg,3560,1406.56,5347.01,1533.6,5522.48,1,0,animal,1,(note) bear
88,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_233754.979413_rgb.jpg,3562,5268.98,3692.09,5357.57,3804.47,1,0,animal,1
89,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_233754.979413_rgb.jpg,3562,7180.91,6812.71,7278.78,6946.05,1,0,animal,1
90,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_233754.979413_rgb.jpg,3562,7367.76,7177.38,7476,7244.39,1,0,animal,1
91,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234034.349036_rgb.jpg,3712,6431.18,4078.72,6503.86,4193.91,1,0,animal,1
92,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234102.947033_rgb.jpg,3739,7049.33,1109.46,7222.97,1311.39,1,0,false_positive,1
93,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234237.015819_rgb.jpg,3829,3902.07,1049.46,3982.34,1159.53,1,0,animal,1
94,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234238.042004_rgb.jpg,3830,3993.21,8647.82,4078.36,8755.3,1,0,animal_duplicate,1
95,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234345.829024_rgb.jpg,3896,11563.3,3005.98,11745,3240.18,1,0,false_positive,1
96,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234440.810242_rgb.jpg,3948,6244.55,4407.48,6419.97,4627.38,1,0,false_positive,1
97,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234440.810242_rgb.jpg,3948,5601.45,3942.21,5766.99,4106.1,1,0,false_positive,1
98,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234454.609914_rgb.jpg,3961,9385.99,3431.72,9562.2,3608.49,1,0,false_positive,1
99,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234454.609914_rgb.jpg,3961,9357.09,3415.35,9575.42,3626.46,1,0,false_positive,1
100,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234513.749849_rgb.jpg,3979,7711.55,3811.58,7944.63,4014.06,1,0,false_positive,1
101,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234528.707299_rgb.jpg,3993,5458.77,7333.39,5651.33,7496.56,1,0,false_positive,1
102,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234702.263920_rgb.jpg,4080,718.205,7475.66,832.685,7693.16,1,0,animal,1
103,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234708.740324_rgb.jpg,4086,2259.03,6050.04,2437.97,6232.87,1,0,false_positive,1
104,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234825.515156_rgb.jpg,4157,11165.2,4849.82,11297.3,4968.48,1,0,animal,1
105,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234825.515156_rgb.jpg,4157,3778.05,4537.93,3856.59,4595.85,1,0,animal,1
106,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_234918.756668_rgb.jpg,4206,5512.34,2554.45,5598.28,2669.64,1,0,animal,1
107,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_235011.745517_rgb.jpg,4255,10554.6,6105.76,10652.9,6208.16,1,0,animal,1
108,//akc0ss-n086/NMML_Polar_Imagery_4/Surveys_IceSeals_2025/fl223/images_30deg_N68RF/left_view/ice_seals_2025_fl223_L_20250513_235203.849915_rgb.jpg,4298,6142.52,7561.07,6325.36,7746.08,1,0,false_positive,1
